00	3.120021
01	4.000021
02	0.880021
03	2.000021
04	1.680021
05	2.080021
06	1.617646
07	2.480021
08	1.655229
09	2.720021
10	1.677917
11	2.640021
12	3.004625
13	3.520021
14	3.600021
15	3.280021
16	3.040021
17	4.000021
18	2.080021
19	2.720021
20	1.359063
21	2.720021
22	3.280021
23	2.320021
24	1.105521
25	2.720021
26	2.800021
27	6.261417
